route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
170965342,16_日祝(共通),be9540fb-25c2-40ae-8399-6c45765621ba,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),df5ad1d4-0c46-44db-b661-8a1ab3182620,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),965c8a74-083c-4d48-a9ec-87b2be71ca38,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),8929874f-13ab-4ef9-bbf7-888dbe3bb341,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),7c94f193-4a22-4309-8e01-7f11f3705cc3,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),3846f6c6-4c7c-466b-9240-7f4cdb14359c,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),8b8bb631-d631-4aa4-b194-940451a0a9b6,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),caa2dddb-ef2c-4dd8-9abc-983e0488b4cc,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),fd67f724-7e05-4541-912c-ab494c0a8af9,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),223735de-d649-4d7b-a4d7-4f237e43e9e1,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),09d90cfd-e31f-476f-90b0-53ef493cd204,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),e94322d7-4586-4a5b-8afc-4c73a9b03739,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),6339e7a5-6c3f-45dd-a5f0-4cc51d94d71c,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),2806ce97-4465-492d-ab2a-4259cd1e11fb,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),f8fc0d03-c214-42ec-b1a2-40ca8ed82b53,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),0151ed31-4c82-46b7-ad12-3d280bb542d4,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),ed8c6e56-0c69-459b-a5bb-3dfa857604bb,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),295a4e2d-ae4c-4260-b6a9-12d66e9e8f82,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_日祝(共通),61e9693a-8433-4560-8ab0-1de94a1f012e,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_平日(共通),11b5f766-b7f4-4546-9977-2091d076cc01,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),d75cff6f-5c37-468b-aa8b-2b8407930175,東観音台線・湯来線,,,,30101 0,0,0
170965342,16_土曜(共通),c4b4bee1-ad65-424b-b1b5-2ec4c8c33545,東観音台線・湯来線,,,,30101 0,0,0
1644555863,41_日祝(共通),a83abbab-f241-4920-890c-fae4521f0149,,,,,80221 9,0,0
1644555863,41_平日(共通),c5378a30-52f7-42bd-90cf-f2465533d534,,,,,80221 9,0,0
1644555863,41_土曜(共通),09cc600f-b0ab-464e-8dc4-e2f02e7077ba,,,,,80221 9,0,0
1644555863,41_土曜(共通),4e9f9e8b-0653-48d6-9448-beb0e5088e33,,,,,80221 9,0,0
1644555863,41_土曜(共通),d6ea80fd-6499-49ff-ad49-b99456a8f6e4,,,,,80221 9,0,0
1644555863,41_平日(共通),c8f9f450-5736-47b0-a854-ae63f150f656,,,,,80221 9,0,0
1644555863,41_平日(共通),22768aeb-8140-46ff-96e1-b4691c54545a,,,,,80221 9,0,0
1644555863,41_平日(共通),29f45b76-b165-470e-9fc4-b4c426b27645,,,,,80221 9,0,0
1644555863,41_土曜(共通),805276df-6102-4aa2-8c8c-d28f07aaf554,,,,,80221 9,0,0
1644555863,41_平日(共通),c004ffa5-71b3-4f74-8edb-d246b19ae768,,,,,80221 9,0,0
1644555863,41_土曜(共通),c6f95b27-d4bc-4732-858c-d5f0b5ee7b42,,,,,80221 9,0,0
1644555863,41_平日(共通),149827c1-2b3c-4c21-9659-dabf42f909f1,,,,,80221 9,0,0
1644555863,41_土曜(共通),adefd3bd-f7e4-4c91-bf94-c8454e251a10,,,,,80221 9,0,0
1644555863,41_平日(共通),5af275b2-9e52-4c60-afde-ca17c4c1fd56,,,,,80221 9,0,0
1644555863,41_平日(共通),e58a1ba3-2091-4604-a5a8-d079d42664d3,,,,,80221 9,0,0
1644555863,41_日祝(共通),21046675-d23d-4798-ba69-294139c68100,,,,,80221 9,0,0
1644555863,41_平日(共通),a80d9e11-a3c4-45ab-b0de-1b137e4e9139,,,,,80221 9,0,0
1644555863,41_平日(共通),9f1243a9-1f01-4672-969d-1b2fc9801bf5,,,,,80221 9,0,0
1644555863,41_日祝(共通),c6a6676a-39d4-4811-b355-12ba304ac17d,,,,,80221 9,0,0
1644555863,41_平日(共通),736ef822-6c1b-469b-a39f-0d0df58ba52b,,,,,80221 9,0,0
1644555863,41_平日(共通),e056c229-165f-46e6-a253-0e87dbe2f1d1,,,,,80221 9,0,0
1644555863,41_日祝(共通),9fcb8b66-a1b9-40a2-ae61-100ad080f06c,,,,,80221 9,0,0
1644555863,41_土曜(共通),1220c6aa-11f3-4df3-aea1-40725f314e6b,,,,,80221 9,0,0
1644555863,41_平日(共通),2650c806-cdbb-4948-be5b-413cc37d663f,,,,,80221 9,0,0
1644555863,41_日祝(共通),53083257-2d31-43a6-b93e-474faccadad6,,,,,80221 9,0,0
1644555863,41_日祝(共通),c83db785-dc44-4418-abf0-32adc4df4228,,,,,80221 9,0,0
1644555863,41_日祝(共通),4d7f39c2-398c-45c1-9788-3108b2777b15,,,,,80221 9,0,0
1644555863,41_日祝(共通),f15acb69-7edb-4ac1-a06e-4aa5fa2025d2,,,,,80221 9,0,0
1644555863,41_土曜(共通),3124b96e-dfa3-43fe-8953-53f504699814,,,,,80221 9,0,0
1644555863,41_平日(共通),1f88315a-7880-4856-9a42-5171146d2af9,,,,,80221 9,0,0
1644555863,41_土曜(共通),581c354a-b6ee-4388-822b-5bbe815e72d9,,,,,80221 9,0,0
1644555863,41_土曜(共通),45b1b19d-6e6c-4ca4-9d5e-a9e75967eb7d,,,,,80221 9,0,0
1644555863,41_平日(共通),32e05048-24e4-4555-8c61-956c65ce092d,,,,,80221 9,0,0
1644555863,41_平日(共通),cd1d6f4d-6735-4fdf-b5ef-95aae245d0aa,,,,,80221 9,0,0
1644555863,41_日祝(共通),e3f31e23-d00d-4867-8dfa-933d70f3c2a0,,,,,80221 9,0,0
1644555863,41_日祝(共通),3af33843-ffd2-45b2-b2d2-a2b9d3e3eef0,,,,,80221 9,0,0
1644555863,41_平日(共通),29730536-629f-4862-9c4b-a3a36cc52db4,,,,,80221 9,0,0
1644555863,41_日祝(共通),8114925f-ac33-4756-830a-7e42ecb4aeed,,,,,80221 9,0,0
1644555863,41_日祝(共通),88c2ba9c-b331-45b3-9106-82d861debc42,,,,,80221 9,0,0
1644555863,41_土曜(共通),8981a8fd-3da4-4398-90b0-8307809bf476,,,,,80221 9,0,0
1644555863,41_土曜(共通),3925d117-91b5-47ae-a80e-89412e07e108,,,,,80221 9,0,0
1644555863,41_土曜(共通),f24be92a-9a73-4d8c-a1e9-8c996312cd24,,,,,80221 9,0,0
1644555863,41_土曜(共通),11a32a6e-6f9c-40c8-abb8-6f880ca83664,,,,,80221 9,0,0
1644555863,41_日祝(共通),54dabab8-9984-4d1c-aafc-6faf239cc90a,,,,,80221 9,0,0
1644555863,41_日祝(共通),6077ed03-c555-4dd6-be4d-699a2308c29b,,,,,80221 9,0,0
1644555863,41_日祝(共通),1f888863-0a5d-4a00-956e-60e76464b96a,,,,,80221 9,0,0
1644555863,41_土曜(共通),955dd0b0-82bb-4ea1-8bbb-61d34ac4a3ca,,,,,80221 9,0,0
1342502491,15_土曜(共通),7b0e3640-710b-4e4c-8ac0-b72c357b26df,,,,,20321 0,0,0
1342502491,15_日祝(共通),7bec3c72-6530-4fa0-a2af-ba564bf6b938,,,,,20321 0,0,0
1342502491,15_土曜(共通),a1f55c1d-da2e-4f2a-957d-f400dd0c0e75,,,,,20321 0,0,0
1342502491,15_土曜(共通),fe9fb81c-f59b-4997-af44-eec44b63df77,,,,,20321 0,0,0
1342502491,15_平日(共通),a72342e8-b1bd-411b-87d1-e99cda2f4d9e,,,,,20321 0,0,0
1342502491,15_日祝(共通),ec4abac8-07f1-42b2-b8f8-fb3daec5ef0c,,,,,20321 0,0,0
1342502491,15_日祝(共通),6efe9b08-ca84-4eac-a695-843eabe2f190,,,,,20321 0,0,0
1342502491,15_平日(共通),c9174f8a-2036-4259-a902-a16a585e5cf5,,,,,20321 0,0,0
1342502491,15_日祝(共通),937420bc-42d5-4128-87c5-9713bde35738,,,,,20321 0,0,0
1342502491,15_土曜(共通),1c045dbd-f632-4ca1-b267-abf9c2a70862,,,,,20321 0,0,0
1342502491,15_日祝(共通),bba6a4c5-abf1-49c2-8ad3-5e2ecb1e4e39,,,,,20321 0,0,0
1342502491,15_土曜(共通),6f9c11a5-0374-4637-9659-50d834d2f35a,,,,,20321 0,0,0
1342502491,15_平日(共通),6054f663-4cb5-4040-aeb0-4f1c6e82e48b,,,,,20321 0,0,0
1342502491,15_平日(共通),fbe65c22-c8b0-4a6b-85f6-4db5cd36dad8,,,,,20321 0,0,0
1342502491,15_平日(共通),b90fb3bd-106c-4d22-aefb-31ef4e1838be,,,,,20321 0,0,0
1342502491,15_日祝(共通),1633b273-8591-4914-88d7-3387fc48aeb6,,,,,20321 0,0,0
1342502491,15_平日(共通),471e9f89-2211-4abb-9de8-47b56cf78609,,,,,20321 0,0,0
1342502491,15_日祝(共通),34da95a1-22f9-4a8b-a093-47bce5d7338e,,,,,20321 0,0,0
1342502491,15_土曜(共通),8a4f1230-5f04-456d-b00e-458c7335a21b,,,,,20321 0,0,0
1342502491,15_土曜(共通),809458ac-6a86-4b07-abdc-3d26b8238d23,,,,,20321 0,0,0
1342502491,15_平日(共通),a13e1b91-665e-4a0c-a2f8-049ae44aec3c,,,,,20321 0,0,0
1342502491,15_日祝(共通),bbecc399-d5be-4c70-bc9c-032b099f2b42,,,,,20321 0,0,0
1342502491,15_平日(共通),05f99810-8186-4720-8b2b-0a99fa783a42,,,,,20321 0,0,0
1342502491,15_平日(共通),9acc018a-6ac1-4b4a-97f6-2001d8195ee6,,,,,20321 0,0,0
1342502491,15_土曜(共通),c5f0e353-5bab-4ca6-bf77-257911a50834,,,,,20321 0,0,0
3121747758,24_日祝(共通),8b471ad6-e7cb-499d-960a-f60c09590cd0,,,,,41633 9,0,0
3121747758,24_平日(共通),1e624d78-0e7e-4662-bb79-c2371590fac8,,,,,41633 9,0,0
3121747758,24_土曜(共通),ef705d2e-d495-4e62-85ae-cef9ff407ebb,,,,,41633 9,0,0
3121747758,24_日祝(共通),9fec9f92-2cd4-45a2-bba4-1bff926cb66d,,,,,41633 9,0,0
3121747758,24_土曜(共通),df22070e-b7d5-450e-b40c-105135034ec4,,,,,41633 9,0,0
3121747758,24_日祝(共通),0efd24bd-24f6-4d50-8620-4da24bf9f569,,,,,41633 9,0,0
3121747758,24_土曜(共通),a5fcd573-8987-42c0-9aae-4ba8f22b41fa,,,,,41633 9,0,0
3121747758,24_日祝(共通),a85a0d1b-144c-4c28-a767-5bd19cfa430a,,,,,41633 9,0,0
3121747758,24_土曜(共通),a4b742ea-3f17-4477-83ed-99f64e907c8b,,,,,41633 9,0,0
641219874,33_平日(共通),bd9efaba-f2c7-4a50-8c31-b9ee2f34ea2e,,,,,90101 0,0,0
641219874,33_平日(共通),5478415e-5a98-4907-90e7-39188b37cd24,,,,,90101 0,0,0
641219874,33_平日(共通),9e77668f-0404-43e5-a9f0-67912e2c416b,,,,,90101 0,0,0
641219874,33_平日(共通),2d32948d-672b-460e-9427-d8c7f0b7781e,,,,,90120 0,0,0
641219874,33_日祝(共通),dd3b149e-3335-4090-9c4e-18f054377c0f,,,,,90120 0,0,0
641219874,33_土曜(共通),1cf73a0e-316b-45af-9150-a8e979463903,,,,,90120 0,0,0
2136956995,41_平日(共通),03c3922e-8ae2-4208-b14c-9a5d389594cc,,,,,80228 0,0,0
2539335931,24_平日(共通),897522c1-3556-4f67-8f8d-c34feabf4e25,,,,,41701 9,0,0
2539335931,24_平日(共通),04c713c3-26c3-48f6-aa8b-d100e8902d06,,,,,41701 9,0,0
2539335931,24_平日(共通),0b338a15-049a-4700-8400-9146a6df5677,,,,,41701 9,0,0
2539335931,24_平日(共通),76af43d1-9144-4dd0-879f-ab7623348a33,,,,,41701 9,0,0
2539335931,24_平日(共通),12427db9-8388-4b86-908f-84cd852e2f66,,,,,41701 9,0,0
2539335931,24_平日(共通),e3eb6b78-18ba-42a3-b45d-4ad2ad7d9085,,,,,41701 9,0,0
2539335931,24_平日(共通),2e731d94-3a86-4b28-bf82-16ab53f402ab,,,,,41701 9,0,0
2539335931,24_平日(共通),2f06eebf-371d-4396-bb56-1d16ec8c3b33,,,,,41701 9,0,0
221411867,33_平日(共通),ac924bc1-5e01-486c-a5a0-457b95ac1b56,,,,,90105 9,0,0
221411867,33_平日(共通),1530fbcc-d936-405b-b138-a1083f3f7939,,,,,90105 9,0,0
573034510,d317bba8-3d40-49d6-9880-b5446df31d7c,d317bba8-3d40-49d6-9880-b5446df31d7c,,,,,80121 0,0,0
573034510,8046a61b-59c8-4835-be53-7a4aa1ff62f6,8046a61b-59c8-4835-be53-7a4aa1ff62f6,,,,,80121 0,0,0
573034510,3abad321-38de-4c07-93c3-39f46be1c1f0,3abad321-38de-4c07-93c3-39f46be1c1f0,,,,,80121 0,0,0
221411867,33_平日(共通),22d9f9cd-0bc0-4d51-9eb6-b67431ea50de,,,,,90103 9,0,0
221411867,33_平日(共通),cde9119d-e836-436d-abad-b0963eb53fc2,,,,,90103 9,0,0
221411867,33_日祝(共通),89ca6453-bc17-4aa0-9a2d-bed308d3041a,,,,,90103 9,0,0
221411867,33_土曜(共通),10db70c3-2a44-4387-8f36-c11ff325bd1b,,,,,90103 9,0,0
221411867,33_土曜(共通),bd5577cd-4993-4377-91b9-b940745ab3f9,,,,,90103 9,0,0
221411867,33_平日(共通),5cc09c8c-0a1d-4ebe-a6d5-cf10474c92ad,,,,,90103 9,0,0
221411867,33_土曜(共通),7b02babb-bb81-4de2-b98d-d352b0259951,,,,,90103 9,0,0
221411867,33_平日(共通),d99c20f1-bf5d-4636-99f8-d43032b306db,,,,,90103 9,0,0
221411867,33_土曜(共通),54d47b9c-ce5e-4d9e-b5fd-dbbacf5c77b4,,,,,90103 9,0,0
221411867,33_日祝(共通),2663e778-b5a5-4288-94ef-fec8929de6ed,,,,,90103 9,0,0
221411867,33_土曜(共通),04ad7bdd-4a48-4104-b6d7-f7bb3d65e3b1,,,,,90103 9,0,0
221411867,33_平日(共通),67f83817-d0eb-4a7d-b872-f93f6de5de38,,,,,90103 9,0,0
221411867,33_土曜(共通),51ffee8e-b7b6-49ad-a9b8-edfff52f1483,,,,,90103 9,0,0
221411867,33_平日(共通),2d847a1f-5ac3-4328-99bb-dcca050968b5,,,,,90103 9,0,0
221411867,33_平日(共通),44e89448-d623-4827-86cc-e28786273b12,,,,,90103 9,0,0
221411867,33_平日(共通),1b30c282-8efc-4ad5-9fc8-e4fb66ba7628,,,,,90103 9,0,0
221411867,33_平日(共通),fb62f77e-441e-412d-884b-373c57527d57,,,,,90103 9,0,0
221411867,33_日祝(共通),4a02b92e-8b6d-4f1b-ba90-30d036a8e18d,,,,,90103 9,0,0
221411867,33_平日(共通),f448c163-98ac-4017-8784-4237e0cf0900,,,,,90103 9,0,0
221411867,33_土曜(共通),36515044-252f-43c0-a3d9-4f062d0be4d5,,,,,90103 9,0,0
221411867,33_平日(共通),4f5b5c6f-ccc7-4185-8da4-4f82c8ebd9c9,,,,,90103 9,0,0
221411867,33_平日(共通),f914893d-e93c-416e-b92e-51c55ee9f4c0,,,,,90103 9,0,0
221411867,33_平日(共通),8237d54d-83eb-40ac-b55f-5ce1b74c4f67,,,,,90103 9,0,0
221411867,33_日祝(共通),c98d65c5-5076-485e-b023-55f94e5b995c,,,,,90103 9,0,0
221411867,33_日祝(共通),32554cdf-ea54-446d-ad4b-1f88207611af,,,,,90103 9,0,0
221411867,33_土曜(共通),781d9e3d-88c8-4090-ab3f-24bfb1f67533,,,,,90103 9,0,0
221411867,33_土曜(共通),8e4dc047-0ebc-4ef7-a91c-27484bbf91a1,,,,,90103 9,0,0
221411867,33_土曜(共通),68c48108-f19b-4ca3-917a-17406e0cb878,,,,,90103 9,0,0
221411867,33_日祝(共通),bff754f4-364a-43cc-9edb-17ae3ec9cfc9,,,,,90103 9,0,0
221411867,33_土曜(共通),fcf71c4d-5d11-4001-897b-1312404774df,,,,,90103 9,0,0
221411867,33_平日(共通),e451e8f5-ad17-4d32-a8ce-13c84fe5c9ee,,,,,90103 9,0,0
221411867,33_平日(共通),afacf247-203a-46cf-bb1c-05cac1200dc4,,,,,90103 9,0,0
221411867,33_平日(共通),4ffbc409-d8bb-4d60-9eba-004d11a73a74,,,,,90103 9,0,0
221411867,33_日祝(共通),010fb136-8d75-4c53-a285-9116c2078533,,,,,90103 9,0,0
221411867,33_日祝(共通),e696c2ce-459e-4406-90bc-970b637772c4,,,,,90103 9,0,0
221411867,33_平日(共通),31586115-e7e6-40d1-bd11-a056f1c8a5d6,,,,,90103 9,0,0
221411867,33_日祝(共通),145a7134-e930-4b80-a2c4-9ccaaaec90a1,,,,,90103 9,0,0
221411867,33_平日(共通),37301448-d5db-4320-8f7b-9dbc81c0735f,,,,,90103 9,0,0
221411867,33_日祝(共通),f00f84fb-ee5c-4d1c-8a99-a1df6dad14a0,,,,,90103 9,0,0
221411867,33_日祝(共通),3d9716fd-081f-4c2f-9dfa-a1f2d52b7526,,,,,90103 9,0,0
221411867,33_平日(共通),d184206e-2b05-4839-b5c3-a2ccfa78456a,,,,,90103 9,0,0
221411867,33_日祝(共通),af447177-63d8-469a-9357-a33af542c4bc,,,,,90103 9,0,0
221411867,33_土曜(共通),af845bbb-5a15-427e-b78d-a63b22e7509a,,,,,90103 9,0,0
221411867,33_日祝(共通),4405bce7-8e24-4155-8e25-7da2ea32a3a9,,,,,90103 9,0,0
221411867,33_日祝(共通),0b8dc9b5-f181-4e90-97ea-7f66c6de260f,,,,,90103 9,0,0
221411867,33_土曜(共通),ff1c02f3-544e-4683-a7a7-8b6eac10cc8a,,,,,90103 9,0,0
221411867,33_日祝(共通),121cdb80-1285-4ff3-a3e1-89cf3a74f819,,,,,90103 9,0,0
221411867,33_平日(共通),3312d915-7fb4-42ef-a5db-65992ffc53ba,,,,,90103 9,0,0
221411867,33_土曜(共通),1779867b-e3b4-4bc0-ac2f-6712a740df72,,,,,90103 9,0,0
221411867,33_土曜(共通),86bef8cf-7e07-4539-a7f8-67f4d7e2968b,,,,,90103 9,0,0
221411867,33_平日(共通),9ccf41cb-f3b5-40a3-8845-77447dd50874,,,,,90103 9,0,0
4056640466,17_土曜(共通),622f4f2c-313a-4406-a22c-ce7593d4e5da,,,,,31508 0,0,0
4056640466,17_日祝(共通),2bc162da-c6e6-4af3-846f-ae47ec627ed0,,,,,31508 0,0,0
4056640466,17_土曜(共通),188e3993-ec06-454e-bcc7-b325d4d3f5f7,,,,,31508 0,0,0
4056640466,17_平日(共通),8a116196-fc42-4e78-81a5-edd04457d8d0,,,,,31508 0,0,0
4056640466,17_平日(共通),63bc5b01-0fce-4f0f-9c99-ed6b129923e1,,,,,31508 0,0,0
4056640466,17_日祝(共通),ae3e3d8a-d5c9-4c4f-ae86-48683cedfaa5,,,,,31508 0,0,0
4056640466,17_平日(共通),039f7b94-a992-4ea4-bb40-30edb66ac60c,,,,,31508 0,0,0
4056640466,17_平日(共通),4afc5566-0ea5-44cd-81d7-52f3d25657b4,,,,,31508 0,0,0
4056640466,17_平日(共通),732c494d-9f7e-4b69-a088-1a1cda0ac712,,,,,31508 0,0,0
4056640466,17_平日(共通),46af4ff6-9542-4c48-a792-2321f9ff5068,,,,,31508 0,0,0
4056640466,17_平日(共通),86a93777-3133-4896-a41d-2a45c7c342c4,,,,,31508 0,0,0
4056640466,17_平日(共通),8af8c8fe-ad30-4f36-8b80-779227c50dca,,,,,31508 0,0,0
1835444037,24_平日(共通),0c039b06-88c0-4df3-9e33-534061612848,,,,,41616 0,0,0
3294643702,16_日祝(共通),c67b9865-e993-4e6a-bac3-da700f310ea5,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),c409074b-1943-421c-ac19-c688777e119f,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),c302ac9b-37da-497d-9614-c3f0066c7c8c,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),2f17363c-05b6-4a9a-8277-b2bd4ec9343c,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),1d125c53-0846-40a8-a775-ae078075aa7f,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),16b1cfeb-703e-40d6-a45b-e1c0ae919542,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),12cc8936-6b1b-4c76-aaf5-e45b76ca969d,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),15e42168-0155-4feb-8fab-f35d3e1a04a6,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),9031c768-3986-4f48-ad17-ee5c31f9af6e,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),5f60192f-6734-44fa-91e5-fa1ea283f829,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),d5da230b-93f7-41c6-8f5e-9cf9ae8a8013,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),7903daea-518e-4b6a-9e0a-a3050da86985,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),1c7dbd38-971a-40f6-91b0-99cd200a64ad,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),95fe1230-13ac-4e9e-8af2-abf406531396,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),d61981b7-f2bb-4e7d-8933-a848560c8e1a,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),2cca0b3e-f8d4-4d7f-b8d0-aa645bb6db6f,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),ffb6246c-4558-49d3-9ca9-aa6d4289b9ce,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),151b0ff9-990f-4909-9178-a9776a88cdb6,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),a07c1944-bd8b-4466-ba03-624e1d52f9a7,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),b9b6ba4b-f22d-4403-a6a5-6987a6daf928,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),390351fd-a807-4f89-9c75-6f98bdf745ac,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),bcd20631-ce30-4b9b-852c-6e75edaf4984,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),628b7a27-805e-4c59-b92e-6fe24366db3b,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),ad750a68-f8ae-43e3-977b-7135d8916865,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),bab8801c-1f54-4c66-8b25-71d412a12803,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),277a7d13-0acc-4459-a2a5-77eaf6e75db9,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),ae0591a0-b752-4103-bc49-78e3a7b929f7,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),bee429b9-489c-47d6-b86b-81f1dcc2c6bb,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),a166c797-4856-42cb-9c62-8d86cda36ecf,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),72abdacc-955f-4a0e-a26c-896185378318,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),1122f28c-1192-4075-8121-1619ee23e2d6,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_土曜(共通),25b7b0e6-122d-4495-bb84-10a4e68fcc5d,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),0e8f041b-af3b-46ad-88fb-0503f181f786,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),bcc123fe-51c2-4584-9c1f-041f6474961a,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_平日(共通),40929002-6798-43c4-a8df-239d66bd6fa3,東観音台線・湯来線,,,,30603 0,0,0
3294643702,16_日祝(共通),51bed2da-8069-4398-ac94-1a99aa79a535,東観音台線・湯来線,,,,30603 0,0,0
